档,uid,recognition_path,enrollment_path,ref,vanilla_text,vanilla_cer,max_sim,rec_sec,enroll_sec,难点类别,备注
1_死区CER>1,cmd_2503,E:\midea_target_asr\datasetA\pos\cmd_2503.wav,E:\midea_target_asr\datasetA\pos\kws_2503.wav,把风速调到最大,最推崇的运动之一,1.1429,0.5607,2.18,2.0,,
1_死区CER>1,cmd_2699,E:\midea_target_asr\datasetA\pos\cmd_2699.wav,E:\midea_target_asr\datasetA\pos\kws_2699.wav,播放姚晴曦阅读,有3.85个代线,1.1429,0.2592,2.58,1.73,,
1_死区CER>1,cmd_2888,E:\midea_target_asr\datasetA\pos\cmd_2888.wav,E:\midea_target_asr\datasetA\pos\kws_2888.wav,出风口设置最左,規定承担赔偿责任,1.1429,0.3212,2.09,1.61,,
1_死区CER>1,cmd_2925,E:\midea_target_asr\datasetA\pos\cmd_2925.wav,E:\midea_target_asr\datasetA\pos\kws_2925.wav,播放青少新概念,借一步点燃地老线,1.1429,0.1884,4.05,2.17,,
1_死区CER>1,cmd_2064,E:\midea_target_asr\datasetA\pos\cmd_2064.wav,E:\midea_target_asr\datasetA\pos\kws_2064.wav,把温度调到十九度,这真是一期的更新的,1.125,0.2322,4.7,2.92,,
1_死区CER>1,cmd_2069,E:\midea_target_asr\datasetA\pos\cmd_2069.wav,E:\midea_target_asr\datasetA\pos\kws_2069.wav,播放我爱幼儿园全,爱多女孩的发开半夜,1.125,0.223,2.79,2.72,,
1_死区CER>1,cmd_2076,E:\midea_target_asr\datasetA\pos\cmd_2076.wav,E:\midea_target_asr\datasetA\pos\kws_2076.wav,防辐射吃什么合适,87.42一系列孔,1.125,0.1451,3.63,1.97,,
1_死区CER>1,cmd_2087,E:\midea_target_asr\datasetA\pos\cmd_2087.wav,E:\midea_target_asr\datasetA\pos\kws_2087.wav,空调调到送风模式,男一说我的要求不算,1.125,0.3912,3.23,2.02,,
1_死区CER>1,cmd_2444,E:\midea_target_asr\datasetA\pos\cmd_2444.wav,E:\midea_target_asr\datasetA\pos\kws_2444.wav,科技有意思我想听,可以得到一期的享受,1.125,0.1616,2.99,1.87,,
1_死区CER>1,cmd_2032,E:\midea_target_asr\datasetA\pos\cmd_2032.wav,E:\midea_target_asr\datasetA\pos\kws_2032.wav,给我放乡村爱情王云,引来了大批围观的市民,1.1111,0.141,3.04,1.45,,
1_死区CER>1,cmd_2496,E:\midea_target_asr\datasetA\pos\cmd_2496.wav,E:\midea_target_asr\datasetA\pos\kws_2496.wav,风速调到百分之四十,弘扬中国传统武术文化,1.1111,0.3105,2.67,2.02,,
1_死区CER>1,cmd_2955,E:\midea_target_asr\datasetA\pos\cmd_2955.wav,E:\midea_target_asr\datasetA\pos\kws_2955.wav,把温度调到二十四度,我看你十年之夜太多了,1.1111,0.2809,2.18,2.32,,
2_严重0.5-1,cmd_13,E:\midea_target_asr\datasetA\pos\cmd_13.wav,E:\midea_target_asr\datasetA\pos\kws_13.wav,打开洗衣服,好,1.0,0.1551,2.1,1.5,,
2_严重0.5-1,cmd_18,E:\midea_target_asr\datasetA\pos\cmd_18.wav,E:\midea_target_asr\datasetA\pos\kws_18.wav,关闭灯光,我,1.0,0.0578,1.87,1.5,,
2_严重0.5-1,cmd_57,E:\midea_target_asr\datasetA\pos\cmd_57.wav,E:\midea_target_asr\datasetA\pos\kws_57.wav,空调调为十二度,所以,1.0,0.3236,2.28,1.5,,
2_严重0.5-1,cmd_62,E:\midea_target_asr\datasetA\pos\cmd_62.wav,E:\midea_target_asr\datasetA\pos\kws_62.wav,风速最低,放手上,1.0,0.1892,1.22,1.5,,
2_严重0.5-1,cmd_87,E:\midea_target_asr\datasetA\pos\cmd_87.wav,E:\midea_target_asr\datasetA\pos\kws_87.wav,座椅感化那个屏,昨天刚画的那个品质,1.0,0.3566,1.83,1.5,,
2_严重0.5-1,cmd_109,E:\midea_target_asr\datasetA\pos\cmd_109.wav,E:\midea_target_asr\datasetA\pos\kws_109.wav,干衣机开门,看一看,1.0,0.18,1.76,1.5,,
2_严重0.5-1,cmd_125,E:\midea_target_asr\datasetA\pos\cmd_125.wav,E:\midea_target_asr\datasetA\pos\kws_125.wav,预约下午十四,EUASR,1.0,0.2133,1.56,1.5,,
2_严重0.5-1,cmd_146,E:\midea_target_asr\datasetA\pos\cmd_146.wav,E:\midea_target_asr\datasetA\pos\kws_146.wav,打开观影模式,大概不及了,1.0,0.5,1.93,1.5,,
2_严重0.5-1,cmd_152,E:\midea_target_asr\datasetA\pos\cmd_152.wav,E:\midea_target_asr\datasetA\pos\kws_152.wav,客厅的灯调到五千K,我个体的真正调到5000K,1.0,0.3308,1.77,1.5,,
2_严重0.5-1,cmd_196,E:\midea_target_asr\datasetA\pos\cmd_196.wav,E:\midea_target_asr\datasetA\pos\kws_196.wav,打开厨房空调,大概就算了,1.0,0.1085,2.22,1.5,,
2_严重0.5-1,cmd_223,E:\midea_target_asr\datasetA\pos\cmd_223.wav,E:\midea_target_asr\datasetA\pos\kws_223.wav,关闭所有灯,跟比如說,1.0,0.1074,1.73,1.5,,
2_严重0.5-1,cmd_237,E:\midea_target_asr\datasetA\pos\cmd_237.wav,E:\midea_target_asr\datasetA\pos\kws_237.wav,打开清香烟机,把握上演字,1.0,0.2892,1.96,1.5,,
2_严重0.5-1,cmd_271,E:\midea_target_asr\datasetA\pos\cmd_271.wav,E:\midea_target_asr\datasetA\pos\kws_271.wav,HI COLMO,好,1.0,0.2548,1.47,1.5,,
2_严重0.5-1,cmd_286,E:\midea_target_asr\datasetA\pos\cmd_286.wav,E:\midea_target_asr\datasetA\pos\kws_286.wav,预约下午四点,EA 716,1.0,0.455,1.68,1.5,,
2_严重0.5-1,cmd_302,E:\midea_target_asr\datasetA\pos\cmd_302.wav,E:\midea_target_asr\datasetA\pos\kws_302.wav,你好COLMO,要,1.0,0.4371,1.58,1.5,,
2_严重0.5-1,cmd_305,E:\midea_target_asr\datasetA\pos\cmd_305.wav,E:\midea_target_asr\datasetA\pos\kws_305.wav,呃我要洗衣服,好,1.0,0.3711,3.06,1.5,,
2_严重0.5-1,cmd_308,E:\midea_target_asr\datasetA\pos\cmd_308.wav,E:\midea_target_asr\datasetA\pos\kws_308.wav,关闭音箱,管費警覺,1.0,0.4052,1.88,1.5,,
2_严重0.5-1,cmd_313,E:\midea_target_asr\datasetA\pos\cmd_313.wav,E:\midea_target_asr\datasetA\pos\kws_313.wav,换一首歌,我一直都不,1.0,-0.0055,1.18,1.5,,
2_严重0.5-1,cmd_322,E:\midea_target_asr\datasetA\pos\cmd_322.wav,E:\midea_target_asr\datasetA\pos\kws_322.wav,十四点五十五,14.55,1.0,0.4409,2.84,1.5,,
2_严重0.5-1,cmd_324,E:\midea_target_asr\datasetA\pos\cmd_324.wav,E:\midea_target_asr\datasetA\pos\kws_324.wav,就这样子把风速减小,好,1.0,0.422,2.28,1.5,,
2_严重0.5-1,cmd_349,E:\midea_target_asr\datasetA\pos\cmd_349.wav,E:\midea_target_asr\datasetA\pos\kws_349.wav,呃吃饭了,在那,1.0,0.2849,1.3,1.5,,
2_严重0.5-1,cmd_356,E:\midea_target_asr\datasetA\pos\cmd_356.wav,E:\midea_target_asr\datasetA\pos\kws_356.wav,窗帘停下,上面提前,1.0,0.3077,1.81,1.5,,
2_严重0.5-1,cmd_2001,E:\midea_target_asr\datasetA\pos\cmd_2001.wav,E:\midea_target_asr\datasetA\pos\kws_2001.wav,给我讲乱世枭雄杜月笙,车位早已过不要求,1.0,0.2076,4.06,1.71,,
2_严重0.5-1,cmd_2002,E:\midea_target_asr\datasetA\pos\cmd_2002.wav,E:\midea_target_asr\datasetA\pos\kws_2002.wav,开屏幕,谢谢,1.0,0.3175,1.87,1.78,,
2_严重0.5-1,cmd_2004,E:\midea_target_asr\datasetA\pos\cmd_2004.wav,E:\midea_target_asr\datasetA\pos\kws_2004.wav,关掉智控温,平凡叫自控,1.0,-0.0047,2.28,1.54,,
2_严重0.5-1,cmd_2005,E:\midea_target_asr\datasetA\pos\cmd_2005.wav,E:\midea_target_asr\datasetA\pos\kws_2005.wav,空调二十度,冬天要20度,1.0,0.1814,1.91,1.83,,
2_严重0.5-1,cmd_2006,E:\midea_target_asr\datasetA\pos\cmd_2006.wav,E:\midea_target_asr\datasetA\pos\kws_2006.wav,开屏幕,加班,1.0,0.221,1.58,2.35,,
2_严重0.5-1,cmd_2008,E:\midea_target_asr\datasetA\pos\cmd_2008.wav,E:\midea_target_asr\datasetA\pos\kws_2008.wav,打开节能模式,就要放你重任,1.0,0.1886,2.09,2.35,,
2_严重0.5-1,cmd_2009,E:\midea_target_asr\datasetA\pos\cmd_2009.wav,E:\midea_target_asr\datasetA\pos\kws_2009.wav,低速风,第一步,1.0,0.1397,1.5,1.71,,
2_严重0.5-1,cmd_2010,E:\midea_target_asr\datasetA\pos\cmd_2010.wav,E:\midea_target_asr\datasetA\pos\kws_2010.wav,把空调关闭,是誰輕易騙,1.0,0.0255,1.93,2.92,,
2_严重0.5-1,cmd_2021,E:\midea_target_asr\datasetA\pos\cmd_2021.wav,E:\midea_target_asr\datasetA\pos\kws_2021.wav,风速自动,的地位,1.0,0.2535,1.61,1.71,,
2_严重0.5-1,cmd_2022,E:\midea_target_asr\datasetA\pos\cmd_2022.wav,E:\midea_target_asr\datasetA\pos\kws_2022.wav,便秘适宜吃什么,我需要加AMG,1.0,0.2091,3.52,2.31,,
2_严重0.5-1,cmd_2023,E:\midea_target_asr\datasetA\pos\cmd_2023.wav,E:\midea_target_asr\datasetA\pos\kws_2023.wav,风速自动,公司之路,1.0,0.4844,1.48,1.47,,
2_严重0.5-1,cmd_2042,E:\midea_target_asr\datasetA\pos\cmd_2042.wav,E:\midea_target_asr\datasetA\pos\kws_2042.wav,关闭ECO模式,你,1.0,0.1596,1.77,1.92,,
2_严重0.5-1,cmd_2043,E:\midea_target_asr\datasetA\pos\cmd_2043.wav,E:\midea_target_asr\datasetA\pos\kws_2043.wav,关闭显示屏,就是80,1.0,0.1413,2.4,1.6,,
2_严重0.5-1,cmd_2048,E:\midea_target_asr\datasetA\pos\cmd_2048.wav,E:\midea_target_asr\datasetA\pos\kws_2048.wav,播放安养曲,管你去,1.0,0.3398,2.25,1.63,,
2_严重0.5-1,cmd_2050,E:\midea_target_asr\datasetA\pos\cmd_2050.wav,E:\midea_target_asr\datasetA\pos\kws_2050.wav,开开空调,有了,1.0,0.202,2.03,2.04,,
2_严重0.5-1,cmd_2052,E:\midea_target_asr\datasetA\pos\cmd_2052.wav,E:\midea_target_asr\datasetA\pos\kws_2052.wav,温度调到二十七,謝謝溫柔,1.0,0.453,2.1,2.3,,
2_严重0.5-1,cmd_2054,E:\midea_target_asr\datasetA\pos\cmd_2054.wav,E:\midea_target_asr\datasetA\pos\kws_2054.wav,风速调到百分之八十,公司交代80%,1.0,0.1884,2.17,1.96,,
2_严重0.5-1,cmd_2059,E:\midea_target_asr\datasetA\pos\cmd_2059.wav,E:\midea_target_asr\datasetA\pos\kws_2059.wav,风速最小,否則是笑,1.0,0.159,1.87,1.76,,
2_严重0.5-1,cmd_2060,E:\midea_target_asr\datasetA\pos\cmd_2060.wav,E:\midea_target_asr\datasetA\pos\kws_2060.wav,开启无风模式,涉嫌操作市場,1.0,0.4622,3.38,1.95,,
2_严重0.5-1,cmd_2065,E:\midea_target_asr\datasetA\pos\cmd_2065.wav,E:\midea_target_asr\datasetA\pos\kws_2065.wav,空调二十度,我真的有,1.0,0.1525,2.08,2.52,,
2_严重0.5-1,cmd_2068,E:\midea_target_asr\datasetA\pos\cmd_2068.wav,E:\midea_target_asr\datasetA\pos\kws_2068.wav,空调十九度,很甜,1.0,0.3731,2.58,2.52,,
2_严重0.5-1,cmd_2078,E:\midea_target_asr\datasetA\pos\cmd_2078.wav,E:\midea_target_asr\datasetA\pos\kws_2078.wav,往中间扫风,只能截留了,1.0,0.3124,2.1,1.77,,
2_严重0.5-1,cmd_2079,E:\midea_target_asr\datasetA\pos\cmd_2079.wav,E:\midea_target_asr\datasetA\pos\kws_2079.wav,防直吹,藏著,1.0,0.2917,1.6,1.8,,
2_严重0.5-1,cmd_2080,E:\midea_target_asr\datasetA\pos\cmd_2080.wav,E:\midea_target_asr\datasetA\pos\kws_2080.wav,儿童适合吃什么,2011元,1.0,0.1295,2.59,2.08,,
2_严重0.5-1,cmd_2086,E:\midea_target_asr\datasetA\pos\cmd_2086.wav,E:\midea_target_asr\datasetA\pos\kws_2086.wav,关机空调,我只能用,1.0,0.1938,1.33,1.54,,
2_严重0.5-1,cmd_2088,E:\midea_target_asr\datasetA\pos\cmd_2088.wav,E:\midea_target_asr\datasetA\pos\kws_2088.wav,播放小球听民乐数字歌,谢谢你的爱,1.0,0.3792,4.24,1.65,,
2_严重0.5-1,cmd_2092,E:\midea_target_asr\datasetA\pos\cmd_2092.wav,E:\midea_target_asr\datasetA\pos\kws_2092.wav,启动自动模式,截至目前机械,1.0,0.1593,1.93,1.95,,
2_严重0.5-1,cmd_2096,E:\midea_target_asr\datasetA\pos\cmd_2096.wav,E:\midea_target_asr\datasetA\pos\kws_2096.wav,风速开到最大,下来是,1.0,0.0349,1.8,1.89,,
2_严重0.5-1,cmd_2097,E:\midea_target_asr\datasetA\pos\cmd_2097.wav,E:\midea_target_asr\datasetA\pos\kws_2097.wav,吃什么可以补铁,谢谢,1.0,0.2852,2.68,1.73,,
2_严重0.5-1,cmd_2098,E:\midea_target_asr\datasetA\pos\cmd_2098.wav,E:\midea_target_asr\datasetA\pos\kws_2098.wav,调到二十八度,就是你把,1.0,0.0195,1.73,1.62,,
2_严重0.5-1,cmd_2102,E:\midea_target_asr\datasetA\pos\cmd_2102.wav,E:\midea_target_asr\datasetA\pos\kws_2102.wav,关掉智控温,欢迎订阅,1.0,0.0386,1.71,1.74,,
2_严重0.5-1,cmd_2109,E:\midea_target_asr\datasetA\pos\cmd_2109.wav,E:\midea_target_asr\datasetA\pos\kws_2109.wav,儿童不能吃什么,四万一千七,1.0,0.1624,1.54,2.53,,
2_严重0.5-1,cmd_2113,E:\midea_target_asr\datasetA\pos\cmd_2113.wav,E:\midea_target_asr\datasetA\pos\kws_2113.wav,把温度调到二十一度,培养出这样天才,1.0,0.3854,2.43,2.08,,
2_严重0.5-1,cmd_2114,E:\midea_target_asr\datasetA\pos\cmd_2114.wav,E:\midea_target_asr\datasetA\pos\kws_2114.wav,风速九十,選手,1.0,0.2922,3.77,2.85,,
2_严重0.5-1,cmd_2116,E:\midea_target_asr\datasetA\pos\cmd_2116.wav,E:\midea_target_asr\datasetA\pos\kws_2116.wav,儿童适合吃什么,对,1.0,0.3061,2.44,1.62,,
2_严重0.5-1,cmd_2117,E:\midea_target_asr\datasetA\pos\cmd_2117.wav,E:\midea_target_asr\datasetA\pos\kws_2117.wav,风量调小,我能表想,1.0,0.1657,2.89,3.72,,
2_严重0.5-1,cmd_2118,E:\midea_target_asr\datasetA\pos\cmd_2118.wav,E:\midea_target_asr\datasetA\pos\kws_2118.wav,拆滤网的步骤,是,1.0,0.3448,2.01,1.93,,
2_严重0.5-1,cmd_2126,E:\midea_target_asr\datasetA\pos\cmd_2126.wav,E:\midea_target_asr\datasetA\pos\kws_2126.wav,吃什么可以补铁,是,1.0,0.3093,2.54,1.6,,
2_严重0.5-1,cmd_2132,E:\midea_target_asr\datasetA\pos\cmd_2132.wav,E:\midea_target_asr\datasetA\pos\kws_2132.wav,开启睡眠模式,你给我听见,1.0,0.2817,2.51,2.09,,
2_严重0.5-1,cmd_2133,E:\midea_target_asr\datasetA\pos\cmd_2133.wav,E:\midea_target_asr\datasetA\pos\kws_2133.wav,把温度调到二十八度,我会有一个人的帮助,1.0,0.2073,2.99,1.78,,
2_严重0.5-1,cmd_2137,E:\midea_target_asr\datasetA\pos\cmd_2137.wav,E:\midea_target_asr\datasetA\pos\kws_2137.wav,打开睡眠模式,大哥 姓林老师,1.0,0.0043,1.87,1.52,,
2_严重0.5-1,cmd_2154,E:\midea_target_asr\datasetA\pos\cmd_2154.wav,E:\midea_target_asr\datasetA\pos\kws_2154.wav,风速最低,謝謝,1.0,0.1414,1.73,2.41,,
2_严重0.5-1,cmd_2155,E:\midea_target_asr\datasetA\pos\cmd_2155.wav,E:\midea_target_asr\datasetA\pos\kws_2155.wav,防辐射吃什么合适,仿佛设置,1.0,0.1986,2.65,1.69,,
2_严重0.5-1,cmd_2158,E:\midea_target_asr\datasetA\pos\cmd_2158.wav,E:\midea_target_asr\datasetA\pos\kws_2158.wav,拆滤网的步骤,我愛你,1.0,0.3102,2.07,2.25,,
2_严重0.5-1,cmd_2165,E:\midea_target_asr\datasetA\pos\cmd_2165.wav,E:\midea_target_asr\datasetA\pos\kws_2165.wav,产妇适合吃哪些食物,七十五十一番,1.0,0.3646,2.26,1.5,,
2_严重0.5-1,cmd_2168,E:\midea_target_asr\datasetA\pos\cmd_2168.wav,E:\midea_target_asr\datasetA\pos\kws_2168.wav,便秘适合吃哪些食物,指標被下達15,1.0,0.3716,3.3,3.72,,
2_严重0.5-1,cmd_2171,E:\midea_target_asr\datasetA\pos\cmd_2171.wav,E:\midea_target_asr\datasetA\pos\kws_2171.wav,往右吹,能用睡,1.0,0.1115,1.39,1.6,,
2_严重0.5-1,cmd_2174,E:\midea_target_asr\datasetA\pos\cmd_2174.wav,E:\midea_target_asr\datasetA\pos\kws_2174.wav,ECO模式,乱土潭 猪狗,1.0,0.332,1.92,2.18,,
2_严重0.5-1,cmd_2179,E:\midea_target_asr\datasetA\pos\cmd_2179.wav,E:\midea_target_asr\datasetA\pos\kws_2179.wav,把温度调到二十七度,但我看你也知道,1.0,0.1371,2.35,2.51,,
2_严重0.5-1,cmd_2180,E:\midea_target_asr\datasetA\pos\cmd_2180.wav,E:\midea_target_asr\datasetA\pos\kws_2180.wav,开启智清洁,1.2电视,1.0,0.2946,1.82,2.1,,
2_严重0.5-1,cmd_2188,E:\midea_target_asr\datasetA\pos\cmd_2188.wav,E:\midea_target_asr\datasetA\pos\kws_2188.wav,吃什么有利于脂肪肝,就是社团的,1.0,0.4456,3.51,1.59,,
2_严重0.5-1,cmd_2190,E:\midea_target_asr\datasetA\pos\cmd_2190.wav,E:\midea_target_asr\datasetA\pos\kws_2190.wav,关掉智清洁,我同意,1.0,0.173,3.4,1.36,,
2_严重0.5-1,cmd_2195,E:\midea_target_asr\datasetA\pos\cmd_2195.wav,E:\midea_target_asr\datasetA\pos\kws_2195.wav,备孕有什么饮食禁忌,可以全部翻 BQBT,1.0,0.2277,3.39,2.16,,
2_严重0.5-1,cmd_2196,E:\midea_target_asr\datasetA\pos\cmd_2196.wav,E:\midea_target_asr\datasetA\pos\kws_2196.wav,把温度调到二十五度,是,1.0,0.1194,2.16,1.92,,
2_严重0.5-1,cmd_2197,E:\midea_target_asr\datasetA\pos\cmd_2197.wav,E:\midea_target_asr\datasetA\pos\kws_2197.wav,锋言疯语我想听,公演 班农 班农,1.0,0.2803,2.41,1.57,,
2_严重0.5-1,cmd_2199,E:\midea_target_asr\datasetA\pos\cmd_2199.wav,E:\midea_target_asr\datasetA\pos\kws_2199.wav,播放聊音乐,放不了 高楼,1.0,0.1506,2.52,1.71,,
2_严重0.5-1,cmd_2201,E:\midea_target_asr\datasetA\pos\cmd_2201.wav,E:\midea_target_asr\datasetA\pos\kws_2201.wav,减小风量,在山坡,1.0,0.1277,1.7,3.28,,
2_严重0.5-1,cmd_2202,E:\midea_target_asr\datasetA\pos\cmd_2202.wav,E:\midea_target_asr\datasetA\pos\kws_2202.wav,防脱发推荐吃哪些食物,基础人员也主要是,1.0,0.193,3.01,1.5,,
2_严重0.5-1,cmd_2205,E:\midea_target_asr\datasetA\pos\cmd_2205.wav,E:\midea_target_asr\datasetA\pos\kws_2205.wav,备孕适合吃什么,背韵是何?是什么?,1.0,0.1781,3.26,2.11,,
2_严重0.5-1,cmd_2208,E:\midea_target_asr\datasetA\pos\cmd_2208.wav,E:\midea_target_asr\datasetA\pos\kws_2208.wav,护发吃什么好,七年,1.0,0.0892,2.29,1.89,,
2_严重0.5-1,cmd_2210,E:\midea_target_asr\datasetA\pos\cmd_2210.wav,E:\midea_target_asr\datasetA\pos\kws_2210.wav,黑发哪些食物需要忌口,胃部还对毒的量,1.0,0.4269,2.17,2.35,,
2_严重0.5-1,cmd_2211,E:\midea_target_asr\datasetA\pos\cmd_2211.wav,E:\midea_target_asr\datasetA\pos\kws_2211.wav,风速调高一点,我送你去看,1.0,0.1942,1.75,1.73,,
2_严重0.5-1,cmd_2212,E:\midea_target_asr\datasetA\pos\cmd_2212.wav,E:\midea_target_asr\datasetA\pos\kws_2212.wav,关下空调,是商店,1.0,0.1191,1.96,2.07,,
2_严重0.5-1,cmd_2213,E:\midea_target_asr\datasetA\pos\cmd_2213.wav,E:\midea_target_asr\datasetA\pos\kws_2213.wav,吃什么适合哺乳期,就是那些人,1.0,0.0917,2.6,1.67,,
2_严重0.5-1,cmd_2214,E:\midea_target_asr\datasetA\pos\cmd_2214.wav,E:\midea_target_asr\datasetA\pos\kws_2214.wav,把温度调到二十五度,才很好,1.0,0.4954,3.25,1.83,,
2_严重0.5-1,cmd_2216,E:\midea_target_asr\datasetA\pos\cmd_2216.wav,E:\midea_target_asr\datasetA\pos\kws_2216.wav,风速调大一点,公司在外面,1.0,0.3333,2.07,2.74,,
2_严重0.5-1,cmd_2217,E:\midea_target_asr\datasetA\pos\cmd_2217.wav,E:\midea_target_asr\datasetA\pos\kws_2217.wav,开一下空调,黑下這個條,1.0,0.3651,2.04,1.81,,
2_严重0.5-1,cmd_2222,E:\midea_target_asr\datasetA\pos\cmd_2222.wav,E:\midea_target_asr\datasetA\pos\kws_2222.wav,开到二十六度,加了 加了 加了,1.0,0.2228,2.01,1.91,,
2_严重0.5-1,cmd_2229,E:\midea_target_asr\datasetA\pos\cmd_2229.wav,E:\midea_target_asr\datasetA\pos\kws_2229.wav,拆滤网的步骤,交合式中医院,1.0,0.3228,1.99,2.24,,
2_严重0.5-1,cmd_2232,E:\midea_target_asr\datasetA\pos\cmd_2232.wav,E:\midea_target_asr\datasetA\pos\kws_2232.wav,风摆向左边,媒体监督,1.0,0.415,1.83,1.81,,
2_严重0.5-1,cmd_2235,E:\midea_target_asr\datasetA\pos\cmd_2235.wav,E:\midea_target_asr\datasetA\pos\kws_2235.wav,把风速调大一点,卡里罗,1.0,0.3143,1.85,1.76,,
2_严重0.5-1,cmd_2237,E:\midea_target_asr\datasetA\pos\cmd_2237.wav,E:\midea_target_asr\datasetA\pos\kws_2237.wav,风速七十,分数70,1.0,0.162,1.93,2.4,,
2_严重0.5-1,cmd_2238,E:\midea_target_asr\datasetA\pos\cmd_2238.wav,E:\midea_target_asr\datasetA\pos\kws_2238.wav,播放神笔马良,這個方式,1.0,0.3617,2.13,1.77,,
2_严重0.5-1,cmd_2239,E:\midea_target_asr\datasetA\pos\cmd_2239.wav,E:\midea_target_asr\datasetA\pos\kws_2239.wav,开启ECO,麻煩幫我把,1.0,0.2408,1.74,2.09,,
2_严重0.5-1,cmd_2248,E:\midea_target_asr\datasetA\pos\cmd_2248.wav,E:\midea_target_asr\datasetA\pos\kws_2248.wav,便秘适宜吃什么,你不一定挺好,1.0,0.3061,2.4,1.75,,
2_严重0.5-1,cmd_2251,E:\midea_target_asr\datasetA\pos\cmd_2251.wav,E:\midea_target_asr\datasetA\pos\kws_2251.wav,把温度调到三十度,行政区域内的,1.0,0.6044,2.09,2.08,,
2_严重0.5-1,cmd_2253,E:\midea_target_asr\datasetA\pos\cmd_2253.wav,E:\midea_target_asr\datasetA\pos\kws_2253.wav,温度调到二十五度,而海爾加妹走,1.0,0.1289,1.7,1.72,,
2_严重0.5-1,cmd_2258,E:\midea_target_asr\datasetA\pos\cmd_2258.wav,E:\midea_target_asr\datasetA\pos\kws_2258.wav,关闭无风模式,不是,1.0,0.1525,1.93,2.33,,
2_严重0.5-1,cmd_2262,E:\midea_target_asr\datasetA\pos\cmd_2262.wav,E:\midea_target_asr\datasetA\pos\kws_2262.wav,风向向右,好,1.0,0.0676,1.63,1.77,,
2_严重0.5-1,cmd_2266,E:\midea_target_asr\datasetA\pos\cmd_2266.wav,E:\midea_target_asr\datasetA\pos\kws_2266.wav,更年期建议吃什么,人家七菜也成了,1.0,0.0124,2.33,1.91,,
2_严重0.5-1,cmd_2270,E:\midea_target_asr\datasetA\pos\cmd_2270.wav,E:\midea_target_asr\datasetA\pos\kws_2270.wav,播放青少新概念,媒體記者陳勇,1.0,0.4142,3.12,2.0,,
2_严重0.5-1,cmd_2276,E:\midea_target_asr\datasetA\pos\cmd_2276.wav,E:\midea_target_asr\datasetA\pos\kws_2276.wav,混乱博物馆我想听,随便来一首,1.0,0.1231,2.65,1.91,,
2_严重0.5-1,cmd_2277,E:\midea_target_asr\datasetA\pos\cmd_2277.wav,E:\midea_target_asr\datasetA\pos\kws_2277.wav,开到二十度,在大陆途,1.0,0.1663,1.9,2.26,,
2_严重0.5-1,cmd_2280,E:\midea_target_asr\datasetA\pos\cmd_2280.wav,E:\midea_target_asr\datasetA\pos\kws_2280.wav,风速调大,公宿扯到,1.0,0.2531,2.01,1.83,,
2_严重0.5-1,cmd_2283,E:\midea_target_asr\datasetA\pos\cmd_2283.wav,E:\midea_target_asr\datasetA\pos\kws_2283.wav,播放我爱幼儿园全,沒來,1.0,0.1935,3.36,1.6,,
2_严重0.5-1,cmd_2284,E:\midea_target_asr\datasetA\pos\cmd_2284.wav,E:\midea_target_asr\datasetA\pos\kws_2284.wav,播放正能量纯音乐,一线城市,1.0,-0.0136,2.7,1.43,,
2_严重0.5-1,cmd_2289,E:\midea_target_asr\datasetA\pos\cmd_2289.wav,E:\midea_target_asr\datasetA\pos\kws_2289.wav,关掉无风模式,不但,1.0,0.0737,1.9,1.77,,
2_严重0.5-1,cmd_2290,E:\midea_target_asr\datasetA\pos\cmd_2290.wav,E:\midea_target_asr\datasetA\pos\kws_2290.wav,关闭节能模式,9萬,1.0,0.0798,2.54,1.8,,
2_严重0.5-1,cmd_2291,E:\midea_target_asr\datasetA\pos\cmd_2291.wav,E:\midea_target_asr\datasetA\pos\kws_2291.wav,给我讲三百六十五读书,好,1.0,0.112,3.22,1.82,,
2_严重0.5-1,cmd_2292,E:\midea_target_asr\datasetA\pos\cmd_2292.wav,E:\midea_target_asr\datasetA\pos\kws_2292.wav,打开扫风,超酷,1.0,0.25,3.13,2.14,,
2_严重0.5-1,cmd_2293,E:\midea_target_asr\datasetA\pos\cmd_2293.wav,E:\midea_target_asr\datasetA\pos\kws_2293.wav,把风速调大一点,大连远远远,1.0,0.1717,3.24,2.67,,
2_严重0.5-1,cmd_2294,E:\midea_target_asr\datasetA\pos\cmd_2294.wav,E:\midea_target_asr\datasetA\pos\kws_2294.wav,感冒不可以吃什么,冬道就日本一队,1.0,0.3237,2.77,1.9,,
