集,utt_id,id,唤醒音频,唤醒文本,识别音频,ground_truth,模型输出,sim,是否拒识,llm_verdict,噪声类型,CER,正确
POS,utt0167_cmd_167,167,pos/kws_167.wav,hi colmo,pos/cmd_167.wav,打开客厅窗帘,打开客厅窗帘,0.4484,False,,babble,0.0,✓
POS,utt0168_cmd_168,168,pos/kws_168.wav,hi colmo,pos/cmd_168.wav,灯的色温调到五千K,灯的室温调到5000K,0.532,False,,babble,0.5556,✗
POS,utt0169_cmd_169,169,pos/kws_169.wav,hi colmo,pos/cmd_169.wav,打开显示屏,打开显示屏,0.3515,False,,babble,0.0,✓
POS,utt0170_cmd_170,170,pos/kws_170.wav,hi colmo,pos/cmd_170.wav,一键净呼吸,,0.1928,True,,babble,1.0,✗
POS,utt0171_cmd_171,171,pos/kws_171.wav,你好科慕,pos/cmd_171.wav,Lady Gaga最新的专辑叫什么,雷彼方把最近的方式叫什么,0.2902,False,,babble,0.7059,✗
POS,utt0172_cmd_172,172,pos/kws_172.wav,hi colmo,pos/cmd_172.wav,开启连续对话,开启连续对话,0.4217,False,,babble,0.0,✓
POS,utt0173_cmd_173,173,pos/kws_173.wav,hi colmo,pos/cmd_173.wav,打开图灵洗碗机的门,打开图灵吸望机的门,0.4968,False,,babble,0.2222,✓
POS,utt0174_cmd_174,174,pos/kws_174.wav,hi colmo,pos/cmd_174.wav,灯光调到最亮,灯光调到最亮,0.5473,False,,babble,0.0,✓
POS,utt0175_cmd_175,175,pos/kws_175.wav,hi colmo,pos/cmd_175.wav,浪漫就餐,浪漫就餐,0.5468,False,,babble,0.0,✓
POS,utt0176_cmd_176,176,pos/kws_176.wav,你好科慕,pos/cmd_176.wav,所有灯的色温调到五千K,所有灯的室温合到5000K,0.3639,False,,babble,0.5455,✗
POS,utt0177_cmd_177,177,pos/kws_177.wav,hi colmo,pos/cmd_177.wav,打开所有智能灯,打开所有智能灯,0.384,False,,pink,0.0,✓
POS,utt0178_cmd_178,178,pos/kws_178.wav,你好科慕,pos/cmd_178.wav,帮我预约明天九点之前,帮我预约明天九点之前,0.5387,False,,babble,0.0,✓
POS,utt0179_cmd_179,179,pos/kws_179.wav,hi colmo,pos/cmd_179.wav,你说一句烹饪模式已打开,你说一句烹饪模式已打开,0.6019,False,,babble,0.0,✓
POS,utt0180_cmd_180,180,pos/kws_180.wav,你好科慕,pos/cmd_180.wav,关闭空调打开窗帘,关闭空调打开窗帘,0.5728,False,,babble,0.0,✓
POS,utt0181_cmd_181,181,pos/kws_181.wav,你好科慕,pos/cmd_181.wav,把窗帘打开,把窗帘打开,0.5833,False,,babble,0.0,✓
POS,utt0182_cmd_182,182,pos/kws_182.wav,hi colmo,pos/cmd_182.wav,预约下午四点洗衣服,预约下午四点洗衣服,0.4382,False,,babble,0.0,✓
POS,utt0183_cmd_183,183,pos/kws_183.wav,hi colmo,pos/cmd_183.wav,星降的灯调到五千K亮度百分百,"星象的灯调到5000K,亮度百分之一百",0.4606,False,,babble,0.5714,✗
POS,utt0184_cmd_184,184,pos/kws_184.wav,你好科慕,pos/cmd_184.wav,关空调关灯,关空调关灯,0.4892,False,,babble,0.0,✓
POS,utt0185_cmd_185,185,pos/kws_185.wav,hi colmo,pos/cmd_185.wav,我吃饱了,我吃饱了,0.3407,False,,pink,0.0,✓
POS,utt0186_cmd_186,186,pos/kws_186.wav,hi colmo,pos/cmd_186.wav,恢复正常场景,恢复正常场景,0.2845,False,,babble,0.0,✓
POS,utt0187_cmd_187,187,pos/kws_187.wav,hi colmo,pos/cmd_187.wav,这个是什么颜色的,,0.2088,True,,babble,1.0,✗
POS,utt0188_cmd_188,188,pos/kws_188.wav,你好科慕,pos/cmd_188.wav,灯的亮度百分百,灯的亮度百分百,0.3463,False,,babble,0.0,✓
POS,utt0189_cmd_189,189,pos/kws_189.wav,你好科慕,pos/cmd_189.wav,厨房灯光烟机,出发的灯光片,0.3107,False,,babble,0.8333,✗
POS,utt0190_cmd_190,190,pos/kws_190.wav,hi colmo,pos/cmd_190.wav,我要吃饭咯,我要吃饭啰,0.3419,False,,babble,0.2,✓
POS,utt0191_cmd_191,191,pos/kws_191.wav,hi colmo,pos/cmd_191.wav,室内太暗了,室内太暗了,0.3182,False,,babble,0.0,✓
POS,utt0192_cmd_192,192,pos/kws_192.wav,hi colmo,pos/cmd_192.wav,打开上班模式,打开上班模式,0.5362,False,,babble,0.0,✓
POS,utt0193_cmd_193,193,pos/kws_193.wav,你好科慕,pos/cmd_193.wav,帮我放一首周笔畅的歌,帮我放你手足笔唱的歌,0.4619,False,,babble,0.4,✓
POS,utt0194_cmd_194,194,pos/kws_194.wav,hi colmo,pos/cmd_194.wav,开启一键净化,开启一键进化,0.4093,False,,babble,0.1667,✓
POS,utt0195_cmd_195,195,pos/kws_195.wav,hi colmo,pos/cmd_195.wav,我要洗碗,我要洗碗,0.3301,False,,babble,0.0,✓
POS,utt0196_cmd_196,196,pos/kws_196.wav,hi colmo,pos/cmd_196.wav,打开厨房空调,,0.1085,True,,babble,1.0,✗
POS,utt0197_cmd_197,197,pos/kws_197.wav,hi colmo,pos/cmd_197.wav,明亮模式,明亮模式,0.286,False,,babble,0.0,✓
POS,utt0198_cmd_198,198,pos/kws_198.wav,hi colmo,pos/cmd_198.wav,你这个智慧屏怎么关机,你这个智慧品怎么关机,0.5007,False,,babble,0.1,✓
POS,utt0199_cmd_199,199,pos/kws_199.wav,hi colmo,pos/cmd_199.wav,开冰箱门,,0.2158,True,,pink,1.0,✗
POS,utt0200_cmd_200,200,pos/kws_200.wav,hi colmo,pos/cmd_200.wav,空调全部开启扫风,空调全部开启扫风,0.5077,False,,babble,0.0,✓
POS,utt0201_cmd_201,201,pos/kws_201.wav,你好科慕,pos/cmd_201.wav,数字专家射灯亮度调到二,"数字专家,色灯亮度调到二",0.4816,False,,babble,0.1818,✓
POS,utt0202_cmd_202,202,pos/kws_202.wav,hi colmo,pos/cmd_202.wav,我马上到家了,我马上到家了,0.3583,False,,babble,0.0,✓
POS,utt0203_cmd_203,203,pos/kws_203.wav,你好科慕,pos/cmd_203.wav,关闭音乐客厅的灯,关闭音乐客厅的灯,0.5684,False,,babble,0.0,✓
POS,utt0204_cmd_204,204,pos/kws_204.wav,你好科慕,pos/cmd_204.wav,声音小一点,声音小一点,0.5621,False,,babble,0.0,✓
POS,utt0205_cmd_205,205,pos/kws_205.wav,hi colmo,pos/cmd_205.wav,关窗帘,外面穿着脸,0.3806,False,,babble,1.6667,✗
POS,utt0206_cmd_206,206,pos/kws_206.wav,hi colmo,pos/cmd_206.wav,预约下午洗四点洗衣服,预约下午四点洗衣服,0.423,False,,babble,0.1,✓
POS,utt0207_cmd_207,207,pos/kws_207.wav,你好科慕,pos/cmd_207.wav,深圳有什么好吃的,深圳有什么好吃的,0.3002,False,,babble,0.0,✓
POS,utt0208_cmd_208,208,pos/kws_208.wav,hi colmo,pos/cmd_208.wav,灯的亮度调整到五千K,灯的亮度调整到5000K,0.5738,False,,babble,0.4,✓
POS,utt0209_cmd_209,209,pos/kws_209.wav,hi colmo,pos/cmd_209.wav,灯光最亮冷色调,灯光最亮能射掉,0.3583,False,,babble,0.4286,✓
POS,utt0210_cmd_210,210,pos/kws_210.wav,hi colmo,pos/cmd_210.wav,正好是什么我从这里跳向进来我就先不要这个我先灯光亮起,我从这里跳线进来我就先不要这个我先灯光亮起,0.5033,False,,babble,0.2308,✓
POS,utt0211_cmd_211,211,pos/kws_211.wav,hi colmo,pos/cmd_211.wav,开启洗碗机,开启吸管机,0.3722,False,,babble,0.4,✓
POS,utt0212_cmd_212,212,pos/kws_212.wav,hi colmo,pos/cmd_212.wav,关闭微蒸烤箱,关闭微增烤箱,0.3876,False,,babble,0.1667,✓
POS,utt0213_cmd_213,213,pos/kws_213.wav,hi colmo,pos/cmd_213.wav,灯光调为蓝色,灯光调为蓝色,0.3895,False,,babble,0.0,✓
POS,utt0214_cmd_214,214,pos/kws_214.wav,你好科慕,pos/cmd_214.wav,呃这个就是全屋智能像我们要开空调啊或者是我们要做饭啊这些都是嗯这里了听到我们说话,,0.4853,True,,babble,1.0,✗
POS,utt0215_cmd_215,215,pos/kws_215.wav,hi colmo,pos/cmd_215.wav,关闭厨房灯光,,0.1953,True,,babble,1.0,✗
POS,utt0216_cmd_216,216,pos/kws_216.wav,hi colmo,pos/cmd_216.wav,打开饮水机,打开饮水机,0.4066,False,,babble,0.0,✓
POS,utt0217_cmd_217,217,pos/kws_217.wav,hi colmo,pos/cmd_217.wav,所有灯亮度调到最高,,0.2576,True,,babble,1.0,✗
POS,utt0218_cmd_218,218,pos/kws_218.wav,你好科慕,pos/cmd_218.wav,放一首歌,放一首歌,0.377,False,,babble,0.0,✓
POS,utt0219_cmd_219,219,pos/kws_219.wav,hi colmo,pos/cmd_219.wav,烟机升起,,0.2584,True,,babble,1.0,✗
POS,utt0220_cmd_220,220,pos/kws_220.wav,hi colmo,pos/cmd_220.wav,打开智能灯,,0.2533,True,,babble,1.0,✗
POS,utt0221_cmd_221,221,pos/kws_221.wav,hi colmo,pos/cmd_221.wav,洗衣机双桶打开通风,,-0.0009,True,,babble,1.0,✗
POS,utt0222_cmd_222,222,pos/kws_222.wav,你好科慕,pos/cmd_222.wav,打开客厅空调客厅的灯调到,打开客厅空调客厅的灯调到,0.3155,False,,babble,0.0,✓
POS,utt0223_cmd_223,223,pos/kws_223.wav,hi colmo,pos/cmd_223.wav,关闭所有灯,,0.1074,True,,babble,1.0,✗
POS,utt0224_cmd_224,224,pos/kws_224.wav,hi colmo,pos/cmd_224.wav,我的羊绒大衣要用什么清洗模式,,0.1733,True,,babble,1.0,✗
POS,utt0225_cmd_225,225,pos/kws_225.wav,你好科慕,pos/cmd_225.wav,开灯客厅灯的色温调到一千八百K,开灯客厅灯的升温调到1800K,0.5259,False,,babble,0.3333,✓
POS,utt0226_cmd_226,226,pos/kws_226.wav,hi colmo,pos/cmd_226.wav,然后那个窗帘邦邦邦邦邦的给关了对然后那个灯光暗了就是,,0.3516,True,,babble,1.0,✗
POS,utt0227_cmd_227,227,pos/kws_227.wav,你好科慕,pos/cmd_227.wav,窗帘半开,窗帘半开,0.4877,False,,babble,0.0,✓
POS,utt0228_cmd_228,228,pos/kws_228.wav,hi colmo,pos/cmd_228.wav,做我烹饪先吃啊打开烹饪模式,就我烹饪先走打开烹饪模式,0.4079,False,,babble,0.2308,✓
POS,utt0229_cmd_229,229,pos/kws_229.wav,你好科慕,pos/cmd_229.wav,音乐声音调小一点,,0.1422,True,,babble,1.0,✗
POS,utt0230_cmd_230,230,pos/kws_230.wav,hi colmo,pos/cmd_230.wav,给我定个闹钟内容是设计一个艺术空间,给我订一个闹钟内容是设计一个艺术空间,0.482,False,,babble,0.1176,✓
POS,utt0231_cmd_231,231,pos/kws_231.wav,你好科慕,pos/cmd_231.wav,帮我打开客厅的智能灯,帮我打开客厅的智能灯,0.5007,False,,babble,0.0,✓
POS,utt0232_cmd_232,232,pos/kws_232.wav,hi colmo,pos/cmd_232.wav,我吃完饭了,我吃完饭了,0.4633,False,,babble,0.0,✓
POS,utt0233_cmd_233,233,pos/kws_233.wav,hi colmo,pos/cmd_233.wav,我要开始做饭了,,0.1539,True,,babble,1.0,✗
POS,utt0234_cmd_234,234,pos/kws_234.wav,hi colmo,pos/cmd_234.wav,把空调温度调到二十八度风量调到百分之五十,把供调温度调到二十八度风量调到百分之五十,0.5295,False,,babble,0.05,✓
POS,utt0235_cmd_235,235,pos/kws_235.wav,你好科慕,pos/cmd_235.wav,客厅灯的色温调到五千K灯的色温调到五千K,,0.6238,True,,babble,1.0,✗
POS,utt0236_cmd_236,236,pos/kws_236.wav,hi colmo,pos/cmd_236.wav,烟机降下,烟机降下,0.2884,False,,babble,0.0,✓
POS,utt0237_cmd_237,237,pos/kws_237.wav,hi colmo,pos/cmd_237.wav,打开清香烟机,把握上演字,0.2892,False,,babble,1.0,✗
POS,utt0238_cmd_238,238,pos/kws_238.wav,hi colmo,pos/cmd_238.wav,空调打开到二十五摄氏度,空调打开到二十五摄氏度,0.5946,False,,babble,0.0,✓
POS,utt0239_cmd_239,239,pos/kws_239.wav,hi colmo,pos/cmd_239.wav,净呼吸模式,禁夫妻模式,0.3359,False,,babble,0.6,✗
POS,utt0240_cmd_240,240,pos/kws_240.wav,hi colmo,pos/cmd_240.wav,没事退下,,0.176,True,,pink,1.0,✗
POS,utt0241_cmd_241,241,pos/kws_241.wav,hi colmo,pos/cmd_241.wav,灯的色温五千K,,0.466,True,,babble,1.0,✗
POS,utt0242_cmd_242,242,pos/kws_242.wav,hi colmo,pos/cmd_242.wav,遮上窗帘,遮上窗帘,0.5549,False,,babble,0.0,✓
POS,utt0243_cmd_243,243,pos/kws_243.wav,hi colmo,pos/cmd_243.wav,烹饪模式,烹饪模式,0.381,False,,babble,0.0,✓
POS,utt0244_cmd_244,244,pos/kws_244.wav,hi colmo,pos/cmd_244.wav,没事退下吧,,0.1155,True,,babble,1.0,✗
POS,utt0245_cmd_245,245,pos/kws_245.wav,hi colmo,pos/cmd_245.wav,帮我打开洗碗机,帮我打开吸管机,0.2986,False,,babble,0.2857,✓
POS,utt0246_cmd_246,246,pos/kws_246.wav,hi colmo,pos/cmd_246.wav,现在关闭油烟机,,0.2195,True,,babble,1.0,✗
POS,utt0247_cmd_247,247,pos/kws_247.wav,你好科慕,pos/cmd_247.wav,灯的色温,蹲著室温,0.5192,False,,babble,0.75,✗
POS,utt0248_cmd_248,248,pos/kws_248.wav,hi colmo,pos/cmd_248.wav,打开洗碗机门,打开洗碗机门,0.5319,False,,babble,0.0,✓
POS,utt0249_cmd_249,249,pos/kws_249.wav,你好科慕,pos/cmd_249.wav,开启前厅所有灯光,开启前厅所有灯光,0.4431,False,,babble,0.0,✓
POS,utt0250_cmd_250,250,pos/kws_250.wav,hi colmo,pos/cmd_250.wav,帮我打开冰箱门打开,帮我打开冰箱门打开,0.3582,False,,babble,0.0,✓
POS,utt0251_cmd_251,251,pos/kws_251.wav,hi colmo,pos/cmd_251.wav,拉开所有卷帘,打开所有卷帘,0.5325,False,,babble,0.1667,✓
POS,utt0252_cmd_252,252,pos/kws_252.wav,hi colmo,pos/cmd_252.wav,打开洗衣模式,打开洗衣模式,0.3295,False,,babble,0.0,✓
POS,utt0253_cmd_253,253,pos/kws_253.wav,hi colmo,pos/cmd_253.wav,空调调到二十六度,,0.1891,True,,babble,1.0,✗
POS,utt0254_cmd_254,254,pos/kws_254.wav,你好科慕,pos/cmd_254.wav,什么是AI轻干洗,什么是AI清干洗,0.5697,False,,babble,0.125,✓
POS,utt0255_cmd_255,255,pos/kws_255.wav,你好科慕,pos/cmd_255.wav,对都没问题的,对 都没问题的,0.3397,False,,babble,0.1667,✓
POS,utt0256_cmd_256,256,pos/kws_256.wav,你好科慕,pos/cmd_256.wav,打开客厅的灯,打开客厅的灯,0.4768,False,,babble,0.0,✓
POS,utt0257_cmd_257,257,pos/kws_257.wav,你好科慕,pos/cmd_257.wav,打开所有的灯光,打开所有的灯光,0.5942,False,,babble,0.0,✓
POS,utt0258_cmd_258,258,pos/kws_258.wav,hi colmo,pos/cmd_258.wav,灯光色调最冷,,0.242,True,,babble,1.0,✗
POS,utt0259_cmd_259,259,pos/kws_259.wav,你好科慕,pos/cmd_259.wav,微蒸烤箱取消预热,微蒸烤箱取消预热,0.4221,False,,babble,0.0,✓
POS,utt0260_cmd_260,260,pos/kws_260.wav,你好科慕,pos/cmd_260.wav,把展台的灯光亮度调到百分之十,把展台的灯光亮度调到百分之十,0.4096,False,,babble,0.0,✓
POS,utt0261_cmd_261,261,pos/kws_261.wav,hi colmo,pos/cmd_261.wav,吃饭了,吃饭了,0.309,False,,babble,0.0,✓
POS,utt0262_cmd_262,262,pos/kws_262.wav,你好科慕,pos/cmd_262.wav,关闭客厅柜式空调,关闭客厅柜石空调,0.3852,False,,babble,0.125,✓
POS,utt0263_cmd_263,263,pos/kws_263.wav,hi colmo,pos/cmd_263.wav,还有一开机会打,,0.2572,True,,babble,1.0,✗
POS,utt0264_cmd_264,264,pos/kws_264.wav,hi colmo,pos/cmd_264.wav,所有灯的亮度降到五十,所有灯的亮度降到五十,0.3825,False,,babble,0.0,✓
POS,utt0265_cmd_265,265,pos/kws_265.wav,hi colmo,pos/cmd_265.wav,关闭所有窗帘,关闭所有窗帘,0.4759,False,,babble,0.0,✓
POS,utt0266_cmd_266,266,pos/kws_266.wav,hi colmo,pos/cmd_266.wav,关闭备餐模式,关闭备倡模式,0.5234,False,,babble,0.1667,✓
POS,utt0267_cmd_267,267,pos/kws_267.wav,你好科慕,pos/cmd_267.wav,关闭空调客厅灯的色温调到最冷打开厨房的灯,关闭空调客厅灯的摄温调到最冷打开厨房的灯,0.6128,False,,babble,0.05,✓
POS,utt0268_cmd_268,268,pos/kws_268.wav,hi colmo,pos/cmd_268.wav,油烟机升起,游元吉升起,0.3811,False,,babble,0.6,✗
POS,utt0269_cmd_269,269,pos/kws_269.wav,hi colmo,pos/cmd_269.wav,打打开油烟机,打开油烟机,0.4663,False,,babble,0.1667,✓
POS,utt0270_cmd_270,270,pos/kws_270.wav,你好科慕,pos/cmd_270.wav,帮我放郭顶的水星记,帮我放锅顶的水心剂,0.417,False,,babble,0.3333,✓
POS,utt0271_cmd_271,271,pos/kws_271.wav,你好科慕,pos/cmd_271.wav,HI COLMO,,0.2548,True,,babble,1.0,✗
POS,utt0272_cmd_272,272,pos/kws_272.wav,你好科慕,pos/cmd_272.wav,开灯开空调,开灯开空调,0.4725,False,,babble,0.0,✓
POS,utt0273_cmd_273,273,pos/kws_273.wav,hi colmo,pos/cmd_273.wav,帮我预约明天九点之前衬衫的AI轻干洗,,0.2509,True,,babble,1.0,✗
POS,utt0274_cmd_274,274,pos/kws_274.wav,你好科慕,pos/cmd_274.wav,灯的色温调冷一点,灯的色温调冷一点,0.6423,False,,babble,0.0,✓
POS,utt0275_cmd_275,275,pos/kws_275.wav,你好科慕,pos/cmd_275.wav,关闭空调关闭灯,关闭空调关闭灯,0.4422,False,,babble,0.0,✓
POS,utt0276_cmd_276,276,pos/kws_276.wav,hi colmo,pos/cmd_276.wav,关闭回家模式,关闭回家模式,0.3631,False,,babble,0.0,✓
POS,utt0277_cmd_277,277,pos/kws_277.wav,hi colmo,pos/cmd_277.wav,羊毛衫怎么洗,羊毛衫怎么写,0.4208,False,,babble,0.1667,✓
POS,utt0278_cmd_278,278,pos/kws_278.wav,hi colmo,pos/cmd_278.wav,把空调开机调到制热模式,把空调开机调到自热模式,0.4654,False,,babble,0.0909,✓
POS,utt0279_cmd_279,279,pos/kws_279.wav,hi colmo,pos/cmd_279.wav,调亮一点,漂亮一点,0.3671,False,,babble,0.25,✓
POS,utt0280_cmd_280,280,pos/kws_280.wav,hi colmo,pos/cmd_280.wav,拉开窗帘,拉开香味,0.3842,False,,pink,0.5,✗
POS,utt0281_cmd_281,281,pos/kws_281.wav,你好科慕,pos/cmd_281.wav,帮我关闭音乐,帮我关闭音乐,0.4732,False,,babble,0.0,✓
POS,utt0282_cmd_282,282,pos/kws_282.wav,hi colmo,pos/cmd_282.wav,灯光调到百分之三十,灯光调到百分之三十,0.4149,False,,babble,0.0,✓
POS,utt0283_cmd_283,283,pos/kws_283.wav,hi colmo,pos/cmd_283.wav,空调开到二十摄氏度,空调开到二十摄氏度,0.3491,False,,babble,0.0,✓
POS,utt0284_cmd_284,284,pos/kws_284.wav,hi colmo,pos/cmd_284.wav,关闭冰箱门,关闭冰箱门,0.4864,False,,babble,0.0,✓
POS,utt0285_cmd_285,285,pos/kws_285.wav,hi colmo,pos/cmd_285.wav,我要开始烹饪,我又开始可能,0.3435,False,,babble,0.5,✗
POS,utt0286_cmd_286,286,pos/kws_286.wav,hi colmo,pos/cmd_286.wav,预约下午四点,EA 七百一十六,0.455,False,,babble,1.3333,✗
POS,utt0287_cmd_287,287,pos/kws_287.wav,hi colmo,pos/cmd_287.wav,关闭全屋空调,关闭全无空调,0.5373,False,,pink,0.1667,✓
POS,utt0288_cmd_288,288,pos/kws_288.wav,hi colmo,pos/cmd_288.wav,放了一年的羊绒大衣应该用什么清洗模式,,0.2129,True,,babble,1.0,✗
POS,utt0289_cmd_289,289,pos/kws_289.wav,hi colmo,pos/cmd_289.wav,打开新风模式,打开新丰不是,0.3319,False,,babble,0.5,✗
POS,utt0290_cmd_290,290,pos/kws_290.wav,你好科慕,pos/cmd_290.wav,关闭前厅所有灯光,关闭前听所有灯光,0.56,False,,babble,0.125,✓
POS,utt0291_cmd_291,291,pos/kws_291.wav,你好科慕,pos/cmd_291.wav,关闭所有中央空调,关闭所有中央空调,0.5849,False,,babble,0.0,✓
POS,utt0292_cmd_292,292,pos/kws_292.wav,hi colmo,pos/cmd_292.wav,帮我做一个倒计时,,0.1514,True,,babble,1.0,✗
POS,utt0293_cmd_293,293,pos/kws_293.wav,hi colmo,pos/cmd_293.wav,关掉空调,关掉空调,0.5033,False,,babble,0.0,✓
POS,utt0294_cmd_294,294,pos/kws_294.wav,hi colmo,pos/cmd_294.wav,好的歌,好嘞,0.2796,False,,babble,0.6667,✗
POS,utt0295_cmd_295,295,pos/kws_295.wav,hi colmo,pos/cmd_295.wav,灯光明亮冷色调,灯光明亮冷色料,0.3181,False,,babble,0.1429,✓
POS,utt0296_cmd_296,296,pos/kws_296.wav,hi colmo,pos/cmd_296.wav,洗衣机通风,,0.1977,True,,babble,1.0,✗
POS,utt0297_cmd_297,297,pos/kws_297.wav,hi colmo,pos/cmd_297.wav,开启两个空调,开启两个空调,0.5076,False,,babble,0.0,✓
POS,utt0298_cmd_298,298,pos/kws_298.wav,hi colmo,pos/cmd_298.wav,我要洗衣服咯,,0.2078,True,,babble,1.0,✗
POS,utt0299_cmd_299,299,pos/kws_299.wav,hi colmo,pos/cmd_299.wav,爆炒模式,,0.2594,True,,babble,1.0,✗
POS,utt0300_cmd_300,300,pos/kws_300.wav,hi colmo,pos/cmd_300.wav,打开洗碗机的门,打开洗碗机的门,0.4461,False,,babble,0.0,✓
POS,utt0301_cmd_301,301,pos/kws_301.wav,hi colmo,pos/cmd_301.wav,帮我预约明天九点之前对我的衬衫进行轻干洗,放映月明天九点之前对我的身体三进行清干洗,0.4099,False,,babble,0.4,✓
POS,utt0302_cmd_302,302,pos/kws_302.wav,hi colmo,pos/cmd_302.wav,你好COLMO,要,0.4371,False,,babble,1.0,✗
POS,utt0303_cmd_303,303,pos/kws_303.wav,hi colmo,pos/cmd_303.wav,我要休息咯,我要休息了,0.3561,False,,babble,0.2,✓
POS,utt0304_cmd_304,304,pos/kws_304.wav,hi colmo,pos/cmd_304.wav,客厅灯的色温调到最冷,快立竿的收完条到最冷,0.3393,False,,babble,0.6,✗
POS,utt0305_cmd_305,305,pos/kws_305.wav,hi colmo,pos/cmd_305.wav,呃我要洗衣服,好,0.3711,False,,babble,1.0,✗
POS,utt0306_cmd_306,306,pos/kws_306.wav,hi colmo,pos/cmd_306.wav,所有灯电量降到五十,所有灯电量降到五十,0.3437,False,,babble,0.0,✓
POS,utt0307_cmd_307,307,pos/kws_307.wav,hi colmo,pos/cmd_307.wav,帮我打开衬衫的AI轻干洗,帮我打开衬衫的AI清干系,0.4804,False,,babble,0.1667,✓
POS,utt0308_cmd_308,308,pos/kws_308.wav,hi colmo,pos/cmd_308.wav,关闭音箱,管费警觉,0.4052,False,,babble,1.0,✗
POS,utt0309_cmd_309,309,pos/kws_309.wav,hi colmo,pos/cmd_309.wav,打开回家模式,打开回家模式,0.4577,False,,babble,0.0,✓
POS,utt0310_cmd_310,310,pos/kws_310.wav,你好科慕,pos/cmd_310.wav,打开连续对话,打开连续对话,0.5407,False,,babble,0.0,✓
POS,utt0311_cmd_311,311,pos/kws_311.wav,hi colmo,pos/cmd_311.wav,取消吃饭模式,取消吃饭不是,0.4013,False,,babble,0.3333,✓
POS,utt0312_cmd_312,312,pos/kws_312.wav,hi colmo,pos/cmd_312.wav,灯光亮度调百分之一百,灯光亮度调百分之一百,0.4297,False,,babble,0.0,✓
POS,utt0313_cmd_313,313,pos/kws_313.wav,你好科慕,pos/cmd_313.wav,换一首歌,,-0.0055,True,,babble,1.0,✗
POS,utt0314_cmd_314,314,pos/kws_314.wav,hi colmo,pos/cmd_314.wav,帮我预约十五点洗衣服,帮我预约十五点起衣服,0.5106,False,,babble,0.1,✓
POS,utt0315_cmd_315,315,pos/kws_315.wav,你好科慕,pos/cmd_315.wav,灯的色温调亮,真的设温调亮,0.4654,False,,babble,0.3333,✓
POS,utt0316_cmd_316,316,pos/kws_316.wav,hi colmo,pos/cmd_316.wav,打开全部空调,,0.2411,True,,babble,1.0,✗
POS,utt0317_cmd_317,317,pos/kws_317.wav,你好科慕,pos/cmd_317.wav,打开空调打开灯,打开空调打开灯,0.462,False,,babble,0.0,✓
POS,utt0318_cmd_318,318,pos/kws_318.wav,hi colmo,pos/cmd_318.wav,空调二十六度风速风速最小,空调到十六度 风速最小,0.3509,False,,babble,0.25,✓
POS,utt0319_cmd_319,319,pos/kws_319.wav,hi colmo,pos/cmd_319.wav,你都有什么场景啊,你都有什么场景,0.516,False,,babble,0.125,✓
POS,utt0320_cmd_320,320,pos/kws_320.wav,hi colmo,pos/cmd_320.wav,室内有点暗灯光调到最亮然后把窗帘打开,室内有点暗灯光调到最亮然后把窗帘打开,0.3543,False,,babble,0.0,✓
POS,utt0321_cmd_321,321,pos/kws_321.wav,hi colmo,pos/cmd_321.wav,指令刚才错了,哲定刚刚错了,0.3873,False,,babble,0.5,✗
POS,utt0322_cmd_322,322,pos/kws_322.wav,hi colmo,pos/cmd_322.wav,十四点五十五,十四.五十五,0.4409,False,,babble,0.1667,✓
